orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName,labels:LABEL
535,2024-07-08 04:32:56,2024-07-16 04:32:56,2024-07-12 04:32:56,385.84,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,王,斌,德邦物流,Order
536,2024-09-06 06:54:42,2024-09-16 06:54:42,2024-09-08 06:54:42,45.73,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,赵,晨,百世快递,Order
537,2024-09-21 13:49:43,2024-09-30 13:49:43,,22.37,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,林,磊,韵达快递,Order
538,2024-10-12 23:23:23,2024-10-20 23:23:23,2024-10-15 23:23:23,433.58,超艺网络有限公司人工智能,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,超艺网络有限公司人工智能,林,磊,德邦物流,Order
539,2025-02-08 17:10:41,2025-02-15 17:10:41,,105.5,维涛科技有限公司网络安全,西藏自治区亮市清浦王街I座 399560,永安市,贵州省,583598,中国,维涛科技有限公司网络安全,江,凤兰,中通快递,Order
540,2025-09-14 21:29:32,2025-09-22 21:29:32,2025-09-18 21:29:32,179.32,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,王,雪,京东物流,Order
541,2024-08-17 21:12:04,2024-08-23 21:12:04,2024-08-21 21:12:04,399.37,盟新传媒有限公司大数据分析,甘肃省红县涪城董路q座 904897,辽阳县,安徽省,428336,中国,盟新传媒有限公司大数据分析,张,帅,圆通速递,Order
542,2024-10-13 13:22:57,2024-10-18 13:22:57,2024-10-14 13:22:57,35.39,九方传媒有限公司生物科技,江西省玉梅县城北韦路k座 920415,六盘水市,西藏自治区,774096,中国,九方传媒有限公司生物科技,王,倩,天天快递,Order
543,2025-09-08 09:06:10,2025-09-15 09:06:10,,482.26,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,陈,杨,韵达快递,Order
544,2025-11-23 09:09:24,2025-12-02 09:09:24,2025-11-24 09:09:24,185.34,恒聪百汇传媒有限公司虚拟现实,福建省兴城市高明邓街U座 898971,重庆市,河南省,796218,中国,恒聪百汇传媒有限公司虚拟现实,徐,艳,京东物流,Order
545,2026-04-14 00:48:11,2026-04-24 00:48:11,2026-04-17 00:48:11,357.07,易动力信息有限公司网络安全,青海省宜都县合川朱路g座 383744,斌县,江西省,652523,中国,易动力信息有限公司网络安全,江,凤兰,圆通速递,Order
546,2024-07-04 03:34:53,2024-07-11 03:34:53,2024-07-05 03:34:53,247.65,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,陈,杨,申通快递,Order
547,2025-07-28 15:14:40,2025-08-04 15:14:40,,76.26,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,张,帅,中通快递,Order
548,2025-12-14 16:36:06,2025-12-22 16:36:06,,424.39,鑫博腾飞网络有限公司金融科技,河南省嘉禾市沙市陈路m座 407126,马鞍山市,江苏省,823492,中国,鑫博腾飞网络有限公司金融科技,曲,桂花,德邦物流,Order
549,2026-04-13 21:58:03,2026-04-26 21:58:03,2026-04-16 21:58:03,34.78,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,王,斌,申通快递,Order
550,2025-09-14 01:44:43,2025-09-25 01:44:43,2025-09-16 01:44:43,374.09,巨奥科技有限公司信息技术,辽宁省兵县门头沟黄路R座 339119,峰县,河南省,970735,中国,巨奥科技有限公司信息技术,张,刚,中通快递,Order
551,2024-07-14 03:15:02,2024-07-23 03:15:02,,444.76,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,徐,艳,邮政EMS,Order
552,2025-11-07 21:13:17,2025-11-17 21:13:17,2025-11-12 21:13:17,14.48,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,赵,晨,申通快递,Order
553,2025-06-23 03:28:25,2025-07-05 03:28:25,2025-06-25 03:28:25,77.82,泰麒麟信息有限公司人工智能,广东省想市新城曾路g座 582475,香港县,广西壮族自治区,358806,中国,泰麒麟信息有限公司人工智能,徐,艳,申通快递,Order
554,2024-06-04 21:09:46,2024-06-11 21:09:46,2024-06-08 21:09:46,310.91,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,林,峰,百世快递,Order
555,2024-06-20 11:11:25,2024-07-01 11:11:25,2024-06-22 11:11:25,459.53,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,李,玉珍,中通快递,Order
556,2025-12-03 14:30:19,2025-12-14 14:30:19,2025-12-04 14:30:19,309.72,易动力网络有限公司移动应用开发,海南省上海县西夏董路s座 290290,重庆市,陕西省,583718,中国,易动力网络有限公司移动应用开发,薛,洋,韵达快递,Order
557,2025-12-03 21:38:28,2025-12-17 21:38:28,2025-12-07 21:38:28,417.62,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,林,峰,京东物流,Order
558,2025-12-05 09:02:29,2025-12-16 09:02:29,,248.0,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,曹,洁,天天快递,Order
559,2024-12-19 18:55:26,2024-12-25 18:55:26,2024-12-21 18:55:26,131.13,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,王,斌,天天快递,Order
560,2024-07-15 20:53:46,2024-07-20 20:53:46,2024-07-18 20:53:46,378.18,恩悌传媒有限公司虚拟现实,广西壮族自治区哈尔滨县房山辛集路N座 896046,南昌县,甘肃省,203154,中国,恩悌传媒有限公司虚拟现实,江,凤兰,圆通速递,Order
561,2026-04-26 20:21:57,2026-05-02 20:21:57,,77.8,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,陈,杨,中通快递,Order
562,2025-09-02 19:56:03,2025-09-08 19:56:03,2025-09-07 19:56:03,429.39,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,欧,娜,申通快递,Order
563,2025-07-28 23:58:41,2025-07-31 23:58:41,2025-07-30 23:58:41,311.11,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,张,刚,韵达快递,Order
564,2025-01-30 21:21:32,2025-02-13 21:21:32,2025-02-04 21:21:32,32.58,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,赵,晨,邮政EMS,Order
565,2025-07-30 16:20:17,2025-08-02 16:20:17,2025-07-31 16:20:17,442.76,易动力传媒有限公司生物科技,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,易动力传媒有限公司生物科技,张,帅,百世快递,Order
566,2024-12-21 23:41:50,2025-01-03 23:41:50,2024-12-24 23:41:50,128.42,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,彭,桂荣,圆通速递,Order
567,2026-01-03 10:39:59,2026-01-16 10:39:59,2026-01-08 10:39:59,182.53,易动力科技有限公司人工智能,宁夏回族自治区强县黄浦张路s座 615830,桂兰县,广西壮族自治区,372804,中国,易动力科技有限公司人工智能,王,斌,中通快递,Order
568,2026-05-30 20:31:44,2026-06-04 20:31:44,2026-06-02 20:31:44,386.97,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,王,斌,邮政EMS,Order
569,2026-03-01 16:51:09,2026-03-10 16:51:09,,232.37,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,徐,艳,申通快递,Order
570,2024-08-05 17:30:05,2024-08-18 17:30:05,2024-08-10 17:30:05,168.26,诺依曼软件传媒有限公司物联网,广东省重庆市沈北新深圳路t座 370139,华市,广西壮族自治区,558601,中国,诺依曼软件传媒有限公司物联网,李,玉珍,天天快递,Order
571,2026-03-31 12:01:23,2026-04-09 12:01:23,2026-04-02 12:01:23,279.31,鑫博腾飞科技有限公司电子商务,吉林省英市海陵李街x座 709778,英县,江西省,294218,中国,鑫博腾飞科技有限公司电子商务,林,峰,韵达快递,Order
572,2025-05-18 13:35:30,2025-05-24 13:35:30,,474.34,和泰信息有限公司信息技术,江苏省俊市璧山陈路I座 849236,成都市,四川省,430904,中国,和泰信息有限公司信息技术,张,刚,京东物流,Order
573,2025-04-01 00:39:54,2025-04-06 00:39:54,,374.21,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,田,桂荣,百世快递,Order
574,2024-12-16 20:20:34,2024-12-25 20:20:34,2024-12-19 20:20:34,303.94,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,陈,杨,圆通速递,Order
575,2025-05-16 09:47:33,2025-05-27 09:47:33,,388.13,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,李,玉珍,天天快递,Order
576,2026-04-19 04:58:59,2026-05-01 04:58:59,2026-04-20 04:58:59,329.7,巨奥传媒有限公司信息技术,重庆市燕市安次哈尔滨街x座 404214,辛集市,广东省,406351,中国,巨奥传媒有限公司信息技术,王,雪,中通快递,Order
577,2026-02-23 08:14:39,2026-03-08 08:14:39,2026-02-26 08:14:39,456.19,昊嘉信息有限公司信息技术,天津市伟县清城何路W座 931319,军县,辽宁省,815449,中国,昊嘉信息有限公司信息技术,林,磊,邮政EMS,Order
578,2025-06-20 15:06:11,2025-07-03 15:06:11,2025-06-23 15:06:11,255.12,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,陈,杨,天天快递,Order
579,2025-08-28 10:21:17,2025-09-11 10:21:17,2025-08-31 10:21:17,213.53,创亿网络有限公司移动应用开发,陕西省慧市西夏李街d座 273215,楠市,贵州省,437029,中国,创亿网络有限公司移动应用开发,王,斌,圆通速递,Order
580,2025-08-21 18:18:38,2025-08-30 18:18:38,2025-08-26 18:18:38,283.32,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,曹,洁,顺丰速运,Order
581,2025-09-04 01:24:40,2025-09-15 01:24:40,,330.88,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,江,凤兰,顺丰速运,Order
582,2024-08-24 00:27:36,2024-08-31 00:27:36,2024-08-28 00:27:36,178.73,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,田,桂荣,德邦物流,Order
583,2025-08-27 04:14:29,2025-08-31 04:14:29,2025-08-28 04:14:29,411.8,浙大万朋信息有限公司生物科技,海南省巢湖市徐汇成都街E座 239900,鑫市,内蒙古自治区,548115,中国,浙大万朋信息有限公司生物科技,李,玉珍,申通快递,Order
584,2026-06-03 15:24:30,2026-06-08 15:24:30,,219.51,合联电子科技有限公司网络安全,新疆维吾尔自治区波市牧野潜江街w座 187520,沈阳县,江苏省,734012,中国,合联电子科技有限公司网络安全,曲,桂花,顺丰速运,Order
585,2025-01-03 12:58:48,2025-01-10 12:58:48,2025-01-04 12:58:48,81.37,良诺信息有限公司网络安全,四川省西安市魏都邓路Q座 814705,潮州市,内蒙古自治区,453855,中国,良诺信息有限公司网络安全,薛,洋,天天快递,Order
586,2026-01-20 23:49:36,2026-01-29 23:49:36,2026-01-22 23:49:36,465.59,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,徐,艳,韵达快递,Order
587,2024-10-08 06:24:20,2024-10-21 06:24:20,2024-10-11 06:24:20,282.8,晖来计算机传媒有限公司云计算,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,晖来计算机传媒有限公司云计算,陈,杨,京东物流,Order
588,2026-02-06 11:46:06,2026-02-14 11:46:06,,316.23,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,陈,杨,申通快递,Order
589,2025-03-04 01:29:44,2025-03-09 01:29:44,2025-03-07 01:29:44,317.37,时空盒数字信息有限公司虚拟现实,湖南省杭州市清河柳州路s座 365953,荣市,海南省,934862,中国,时空盒数字信息有限公司虚拟现实,赵,晨,顺丰速运,Order
590,2025-06-27 18:51:14,2025-07-06 18:51:14,2025-06-30 18:51:14,203.4,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,王,雪,中通快递,Order
591,2025-01-20 18:21:14,2025-01-29 18:21:14,2025-01-22 18:21:14,153.17,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,张,帅,邮政EMS,Order
592,2025-04-27 18:03:05,2025-05-05 18:03:05,2025-05-01 18:03:05,440.51,国讯科技有限公司金融科技,广东省俊县锡山海门路g座 967844,金凤市,江西省,230194,中国,国讯科技有限公司金融科技,陈,杨,韵达快递,Order
593,2026-04-25 10:02:40,2026-05-05 10:02:40,2026-04-27 10:02:40,118.74,新宇龙信息传媒有限公司人工智能,澳门特别行政区合山县门头沟赵路X座 921614,张家港市,香港特别行政区,309847,中国,新宇龙信息传媒有限公司人工智能,曹,洁,韵达快递,Order
594,2025-04-03 13:30:51,2025-04-16 13:30:51,2025-04-06 13:30:51,353.42,海创网络有限公司生物科技,香港特别行政区雷市翔安赵街a座 431269,汕尾县,北京市,156019,中国,海创网络有限公司生物科技,张,丹丹,顺丰速运,Order
595,2025-07-14 22:22:41,2025-07-28 22:22:41,2025-07-17 22:22:41,71.35,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,欧,娜,邮政EMS,Order
596,2026-04-21 05:32:32,2026-05-04 05:32:32,2026-04-25 05:32:32,146.86,维旺明信息有限公司人工智能,安徽省东莞市静安银川街g座 149650,坤县,山西省,734784,中国,维旺明信息有限公司人工智能,林,峰,韵达快递,Order
597,2025-04-05 16:00:28,2025-04-19 16:00:28,2025-04-09 16:00:28,187.51,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,曲,桂花,德邦物流,Order
598,2025-02-10 15:26:31,2025-02-20 15:26:31,2025-02-12 15:26:31,268.98,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,张,帅,圆通速递,Order
599,2024-06-26 03:58:58,2024-07-02 03:58:58,2024-06-30 03:58:58,497.59,易动力网络有限公司移动应用开发,海南省上海县西夏董路s座 290290,重庆市,陕西省,583718,中国,易动力网络有限公司移动应用开发,张,刚,圆通速递,Order
600,2026-04-04 21:07:03,2026-04-16 21:07:03,2026-04-09 21:07:03,169.84,艾提科信传媒有限公司网络安全,西藏自治区凤兰县朝阳林街U座 372877,桂荣市,山西省,386526,中国,艾提科信传媒有限公司网络安全,薛,洋,百世快递,Order
601,2025-07-18 12:41:16,2025-07-31 12:41:16,2025-07-21 12:41:16,423.31,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,王,雪,天天快递,Order
602,2026-03-31 23:53:39,2026-04-03 23:53:39,2026-04-03 23:53:39,95.89,快讯信息有限公司智能科技,山东省海口县龙潭杨街q座 232213,勇县,澳门特别行政区,384293,中国,快讯信息有限公司智能科技,曲,桂花,韵达快递,Order
603,2024-09-03 05:02:35,2024-09-10 05:02:35,2024-09-07 05:02:35,143.96,MBP软件网络有限公司移动应用开发,青海省颖县山亭西安路G座 992594,辛集市,重庆市,516137,中国,MBP软件网络有限公司移动应用开发,林,磊,圆通速递,Order
604,2026-01-07 11:34:59,2026-01-18 11:34:59,2026-01-12 11:34:59,385.7,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,薛,洋,德邦物流,Order
605,2025-02-03 10:21:41,2025-02-10 10:21:41,2025-02-04 10:21:41,254.25,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,赵,晨,百世快递,Order
606,2026-01-13 00:23:35,2026-01-22 00:23:35,2026-01-14 00:23:35,328.45,浦华众城网络有限公司信息技术,台湾省倩县涪城陈街U座 719485,浩市,四川省,990712,中国,浦华众城网络有限公司信息技术,林,峰,中通快递,Order
607,2025-01-10 16:59:44,2025-01-19 16:59:44,2025-01-13 16:59:44,97.45,东方峻景传媒有限公司金融科技,江西省利市东城任街V座 970735,海门县,湖南省,667608,中国,东方峻景传媒有限公司金融科技,江,凤兰,中通快递,Order
608,2025-03-24 02:14:12,2025-03-29 02:14:12,2025-03-26 02:14:12,406.12,创亿网络有限公司移动应用开发,陕西省慧市西夏李街d座 273215,楠市,贵州省,437029,中国,创亿网络有限公司移动应用开发,江,凤兰,百世快递,Order
609,2026-05-29 11:07:22,2026-06-02 11:07:22,2026-06-01 11:07:22,207.09,合联电子科技有限公司信息技术,辽宁省琴县高明北京街p座 129411,荣市,重庆市,992062,中国,合联电子科技有限公司信息技术,王,建平,顺丰速运,Order
610,2024-08-14 12:55:33,2024-08-17 12:55:33,2024-08-15 12:55:33,64.96,鑫博腾飞信息有限公司智能科技,安徽省杭州县新城潮州路U座 487852,兴安盟市,青海省,721718,中国,鑫博腾飞信息有限公司智能科技,王,倩,邮政EMS,Order
611,2024-12-02 14:24:12,2024-12-15 14:24:12,,288.49,国讯网络有限公司移动应用开发,甘肃省芳市东丽游街c座 967469,文市,浙江省,216352,中国,国讯网络有限公司移动应用开发,林,磊,德邦物流,Order
612,2025-07-16 08:12:17,2025-07-26 08:12:17,2025-07-17 08:12:17,145.07,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,王,斌,京东物流,Order
613,2025-08-31 19:29:27,2025-09-06 19:29:27,2025-09-02 19:29:27,462.87,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,徐,艳,顺丰速运,Order
614,2026-02-08 06:32:34,2026-02-21 06:32:34,2026-02-11 06:32:34,432.57,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,张,刚,邮政EMS,Order
615,2026-05-31 03:02:32,2026-06-11 03:02:32,2026-06-04 03:02:32,97.84,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,曲,桂花,京东物流,Order
616,2025-04-16 10:11:07,2025-04-28 10:11:07,2025-04-17 10:11:07,122.36,巨奥科技有限公司信息技术,辽宁省兵县门头沟黄路R座 339119,峰县,河南省,970735,中国,巨奥科技有限公司信息技术,张,帅,圆通速递,Order
617,2024-12-08 00:06:56,2024-12-16 00:06:56,2024-12-09 00:06:56,257.54,万迅电脑信息有限公司科技公司,澳门特别行政区沈阳市秀英向路j座 232419,洋县,宁夏回族自治区,487088,中国,万迅电脑信息有限公司科技公司,薛,洋,韵达快递,Order
618,2025-09-25 12:22:14,2025-10-08 12:22:14,2025-09-30 12:22:14,302.59,鸿睿思博传媒有限公司智能科技,浙江省柳州县安次李路G座 326030,武汉市,广西壮族自治区,986110,中国,鸿睿思博传媒有限公司智能科技,薛,洋,邮政EMS,Order
619,2025-01-09 12:19:43,2025-01-14 12:19:43,2025-01-13 12:19:43,280.45,易动力网络有限公司信息技术,山西省广州县淄川王路j座 894925,英县,山东省,228414,中国,易动力网络有限公司信息技术,林,峰,百世快递,Order
620,2025-12-04 20:10:24,2025-12-08 20:10:24,2025-12-09 20:10:24,148.97,和泰信息有限公司信息技术,江苏省俊市璧山陈路I座 849236,成都市,四川省,430904,中国,和泰信息有限公司信息技术,彭,桂荣,京东物流,Order
621,2025-07-14 23:13:12,2025-07-22 23:13:12,,107.51,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,彭,桂荣,申通快递,Order
622,2025-07-18 11:48:15,2025-07-24 11:48:15,2025-07-22 11:48:15,79.53,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,欧,娜,中通快递,Order
623,2025-01-21 03:31:14,2025-02-02 03:31:14,2025-01-22 03:31:14,263.32,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,欧,娜,邮政EMS,Order
624,2025-09-02 13:21:24,2025-09-09 13:21:24,,165.15,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,薛,洋,圆通速递,Order
625,2024-06-16 12:07:04,2024-06-22 12:07:04,2024-06-21 12:07:04,463.2,鑫博腾飞信息有限公司智能科技,安徽省杭州县新城潮州路U座 487852,兴安盟市,青海省,721718,中国,鑫博腾飞信息有限公司智能科技,赵,晨,韵达快递,Order
626,2025-05-01 01:02:35,2025-05-13 01:02:35,2025-05-06 01:02:35,121.05,天开传媒有限公司网络安全,香港特别行政区澳门市清浦许路G座 380354,芳市,云南省,252621,中国,天开传媒有限公司网络安全,李,玉珍,百世快递,Order
627,2026-01-05 02:54:20,2026-01-19 02:54:20,2026-01-07 02:54:20,337.08,时空盒数字信息有限公司虚拟现实,湖南省杭州市清河柳州路s座 365953,荣市,海南省,934862,中国,时空盒数字信息有限公司虚拟现实,田,桂荣,韵达快递,Order
628,2024-12-07 14:07:34,2024-12-15 14:07:34,2024-12-09 14:07:34,22.58,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,田,桂荣,顺丰速运,Order
629,2024-12-28 00:29:23,2025-01-08 00:29:23,2024-12-30 00:29:23,311.77,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,薛,洋,天天快递,Order
630,2025-02-19 10:42:28,2025-03-02 10:42:28,2025-02-24 10:42:28,135.62,易动力信息有限公司物联网,陕西省关岭县高坪淮安街k座 604446,齐齐哈尔市,贵州省,989116,中国,易动力信息有限公司物联网,赵,晨,中通快递,Order
631,2025-06-16 13:06:39,2025-06-27 13:06:39,2025-06-17 13:06:39,335.69,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,陈,杨,韵达快递,Order
632,2026-02-07 10:44:20,2026-02-13 10:44:20,2026-02-10 10:44:20,357.84,中建创业网络有限公司移动应用开发,江西省辛集县沈北新昆明街r座 719259,辽阳县,台湾省,639438,中国,中建创业网络有限公司移动应用开发,薛,洋,申通快递,Order
633,2026-02-26 11:39:28,2026-03-12 11:39:28,2026-02-28 11:39:28,412.64,银嘉信息有限公司移动应用开发,河南省洋县门头沟张家港路q座 708953,荆门市,江西省,960045,中国,银嘉信息有限公司移动应用开发,张,丹丹,圆通速递,Order
634,2025-10-26 12:41:33,2025-10-29 12:41:33,2025-10-30 12:41:33,321.05,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,王,建平,邮政EMS,Order
635,2025-12-17 13:22:15,2025-12-26 13:22:15,2025-12-20 13:22:15,484.33,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,张,丹丹,京东物流,Order
636,2024-09-29 07:17:53,2024-10-04 07:17:53,2024-10-01 07:17:53,388.28,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,林,峰,中通快递,Order
637,2025-04-11 11:10:16,2025-04-14 11:10:16,,163.49,易动力科技有限公司科技公司,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,易动力科技有限公司科技公司,李,玉珍,申通快递,Order
638,2024-06-12 22:36:40,2024-06-23 22:36:40,2024-06-13 22:36:40,306.57,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,曲,桂花,中通快递,Order
639,2025-08-10 12:55:37,2025-08-23 12:55:37,2025-08-12 12:55:37,37.84,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,王,建平,百世快递,Order
640,2024-12-26 01:37:29,2025-01-02 01:37:29,2024-12-30 01:37:29,394.07,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,江,凤兰,顺丰速运,Order
641,2025-02-26 12:22:12,2025-03-02 12:22:12,2025-03-01 12:22:12,391.73,海创网络有限公司生物科技,香港特别行政区雷市翔安赵街a座 431269,汕尾县,北京市,156019,中国,海创网络有限公司生物科技,彭,桂荣,申通快递,Order
642,2024-08-29 06:25:44,2024-09-01 06:25:44,,127.52,巨奥传媒有限公司信息技术,重庆市燕市安次哈尔滨街x座 404214,辛集市,广东省,406351,中国,巨奥传媒有限公司信息技术,张,丹丹,韵达快递,Order
643,2026-04-09 15:05:25,2026-04-13 15:05:25,2026-04-13 15:05:25,453.38,济南亿次元网络有限公司科技公司,甘肃省红县白云巢湖路W座 992584,巢湖市,澳门特别行政区,219657,中国,济南亿次元网络有限公司科技公司,王,倩,京东物流,Order
644,2026-02-22 20:19:42,2026-03-04 20:19:42,2026-02-23 20:19:42,490.45,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,徐,艳,京东物流,Order
