OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName
464,MJ814,11,2025-09-21 23:20:47,2025-09-29 23:20:47,2025-09-26 23:20:47,6,157.57,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,张,丹丹,韵达快递
465,TW751,6,2024-12-16 14:40:54,2024-12-22 14:40:54,2024-12-17 14:40:54,8,442.53,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,彭,桂荣,天天快递
466,BI759,2,2026-02-17 16:54:24,2026-02-27 16:54:24,,3,449.67,时空盒数字信息有限公司虚拟现实,湖南省杭州市清河柳州路s座 365953,荣市,海南省,934862,中国,时空盒数字信息有限公司虚拟现实,江,凤兰,中通快递
467,ZF801,1,2025-05-23 13:35:17,2025-06-01 13:35:17,2025-05-28 13:35:17,9,473.14,易动力科技有限公司科技公司,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,易动力科技有限公司科技公司,王,建平,德邦物流
468,MA264,8,2025-01-22 19:46:19,2025-02-03 19:46:19,2025-01-26 19:46:19,10,455.28,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,王,倩,邮政EMS
469,EK253,3,2025-11-18 14:02:00,2025-12-02 14:02:00,2025-11-23 14:02:00,5,75.05,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,王,斌,申通快递
470,XO649,9,2025-05-19 13:53:51,2025-06-01 13:53:51,2025-05-20 13:53:51,4,486.62,晖来计算机传媒有限公司云计算,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,晖来计算机传媒有限公司云计算,王,雪,圆通速递
471,WN094,19,2025-07-21 23:13:39,2025-08-02 23:13:39,2025-07-22 23:13:39,6,169.2,菊风公司传媒有限公司数字科技,广东省哈尔滨市高坪王路l座 274673,秀梅市,黑龙江省,610381,中国,菊风公司传媒有限公司数字科技,田,桂荣,韵达快递
472,GC846,19,2025-04-28 04:56:21,2025-05-07 04:56:21,2025-04-29 04:56:21,7,151.04,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,田,桂荣,百世快递
473,DV182,12,2026-01-06 16:49:25,2026-01-14 16:49:25,2026-01-08 16:49:25,6,150.43,艾提科信传媒有限公司网络安全,西藏自治区凤兰县朝阳林街U座 372877,桂荣市,山西省,386526,中国,艾提科信传媒有限公司网络安全,曹,洁,韵达快递
474,CM245,4,2024-06-07 04:02:11,2024-06-17 04:02:11,2024-06-08 04:02:11,10,363.36,万迅电脑信息有限公司科技公司,澳门特别行政区沈阳市秀英向路j座 232419,洋县,宁夏回族自治区,487088,中国,万迅电脑信息有限公司科技公司,赵,晨,邮政EMS
475,RY548,7,2025-05-05 19:37:06,2025-05-17 19:37:06,2025-05-06 19:37:06,4,292.0,易动力信息有限公司网络安全,青海省宜都县合川朱路g座 383744,斌县,江西省,652523,中国,易动力信息有限公司网络安全,张,刚,圆通速递
476,WY218,2,2024-11-25 11:21:25,2024-11-28 11:21:25,2024-11-30 11:21:25,1,307.85,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,江,凤兰,顺丰速运
477,XW046,9,2026-04-22 01:05:29,2026-04-25 01:05:29,,6,499.97,鑫博腾飞信息有限公司智能科技,安徽省杭州县新城潮州路U座 487852,兴安盟市,青海省,721718,中国,鑫博腾飞信息有限公司智能科技,王,雪,韵达快递
478,AD089,16,2025-11-30 11:53:16,2025-12-11 11:53:16,2025-12-01 11:53:16,8,293.63,创亿网络有限公司移动应用开发,陕西省慧市西夏李街d座 273215,楠市,贵州省,437029,中国,创亿网络有限公司移动应用开发,李,玉珍,天天快递
479,ZV584,3,2025-03-30 21:39:09,2025-04-09 21:39:09,,5,137.61,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,王,斌,申通快递
480,QT258,1,2025-08-02 14:28:49,2025-08-10 14:28:49,,9,41.1,商软冠联传媒有限公司大数据分析,湖北省强县新城古路N座 931706,玉珍县,澳门特别行政区,424628,中国,商软冠联传媒有限公司大数据分析,王,建平,德邦物流
481,NQ176,10,2025-07-10 10:43:43,2025-07-20 10:43:43,2025-07-14 10:43:43,1,287.07,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,林,磊,顺丰速运
482,ZV584,12,2026-06-01 05:11:23,2026-06-06 05:11:23,,8,449.09,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,曹,洁,天天快递
483,AK874,14,2024-12-30 13:03:08,2025-01-12 13:03:08,,5,472.21,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,张,帅,申通快递
484,NQ176,19,2024-11-22 10:11:59,2024-11-28 10:11:59,2024-11-24 10:11:59,5,52.21,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,田,桂荣,申通快递
485,ZF801,6,2025-07-09 16:00:27,2025-07-20 16:00:27,2025-07-11 16:00:27,8,98.29,易动力科技有限公司科技公司,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,易动力科技有限公司科技公司,彭,桂荣,天天快递
486,MR129,9,2024-11-13 22:17:33,2024-11-22 22:17:33,2024-11-14 22:17:33,5,376.36,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,王,雪,申通快递
487,WQ849,11,2024-09-14 20:17:06,2024-09-23 20:17:06,2024-09-17 20:17:06,7,197.88,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,张,丹丹,百世快递
488,AK874,2,2024-12-27 23:21:34,2025-01-05 23:21:34,2024-12-28 23:21:34,4,308.13,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,江,凤兰,圆通速递
489,MZ379,20,2025-04-10 07:20:08,2025-04-24 07:20:08,2025-04-15 07:20:08,4,167.04,联软传媒有限公司区块链技术,台湾省深圳市牧野李街L座 325753,慧县,山东省,556597,中国,联软传媒有限公司区块链技术,欧,娜,圆通速递
490,NU012,16,2025-05-09 06:45:25,2025-05-20 06:45:25,2025-05-11 06:45:25,3,441.21,商软冠联传媒有限公司智能科技,甘肃省阜新县江北白路G座 114919,太原县,黑龙江省,500377,中国,商软冠联传媒有限公司智能科技,李,玉珍,中通快递
491,US056,9,2024-08-28 04:28:37,2024-09-06 04:28:37,,10,437.6,国讯网络有限公司移动应用开发,甘肃省芳市东丽游街c座 967469,文市,浙江省,216352,中国,国讯网络有限公司移动应用开发,王,雪,邮政EMS
492,EM821,9,2025-04-19 08:03:05,2025-05-02 08:03:05,2025-04-21 08:03:05,5,300.48,泰麒麟信息有限公司人工智能,广东省想市新城曾路g座 582475,香港县,广西壮族自治区,358806,中国,泰麒麟信息有限公司人工智能,王,雪,申通快递
493,WB209,20,2026-03-23 00:36:51,2026-04-02 00:36:51,2026-03-25 00:36:51,6,156.83,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,欧,娜,韵达快递
494,RY572,3,2026-04-13 20:03:38,2026-04-18 20:03:38,2026-04-15 20:03:38,7,465.34,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,王,斌,百世快递
495,MA264,8,2024-09-11 21:42:55,2024-09-23 21:42:55,2024-09-13 21:42:55,6,486.95,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,王,倩,韵达快递
496,AY876,2,2025-01-06 04:18:04,2025-01-13 04:18:04,2025-01-11 04:18:04,5,372.71,精芯传媒有限公司物联网,湖北省杭州市华龙宜都路G座 885926,武汉市,湖北省,378841,中国,精芯传媒有限公司物联网,江,凤兰,申通快递
497,HD242,11,2024-10-03 11:22:36,2024-10-13 11:22:36,2024-10-05 11:22:36,4,300.92,富罳科技有限公司生物科技,青海省贵阳市友好范街A座 611700,想县,甘肃省,415348,中国,富罳科技有限公司生物科技,张,丹丹,圆通速递
498,MG296,20,2025-03-30 05:16:33,2025-04-04 05:16:33,2025-03-31 05:16:33,2,328.62,浦华众城网络有限公司信息技术,台湾省倩县涪城陈街U座 719485,浩市,四川省,990712,中国,浦华众城网络有限公司信息技术,欧,娜,京东物流
499,GJ116,16,2024-09-01 12:19:57,2024-09-12 12:19:57,,4,498.89,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,李,玉珍,圆通速递
500,XA254,5,2026-04-18 05:12:51,2026-04-27 05:12:51,2026-04-23 05:12:51,6,466.24,易动力信息有限公司物联网,陕西省关岭县高坪淮安街k座 604446,齐齐哈尔市,贵州省,989116,中国,易动力信息有限公司物联网,林,峰,韵达快递
501,LU518,14,2025-03-04 03:35:30,2025-03-13 03:35:30,,4,195.52,易动力传媒有限公司生物科技,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,易动力传媒有限公司生物科技,张,帅,圆通速递
502,BI759,12,2025-02-05 01:54:08,2025-02-17 01:54:08,2025-02-09 01:54:08,4,80.38,时空盒数字信息有限公司虚拟现实,湖南省杭州市清河柳州路s座 365953,荣市,海南省,934862,中国,时空盒数字信息有限公司虚拟现实,曹,洁,圆通速递
503,WW556,19,2024-10-04 07:45:57,2024-10-16 07:45:57,2024-10-07 07:45:57,3,236.39,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,田,桂荣,中通快递
504,FB488,11,2025-06-23 19:47:51,2025-06-26 19:47:51,2025-06-26 19:47:51,9,40.22,方正科技科技有限公司互联网服务,新疆维吾尔自治区莉县牧野王路L座 235814,宁德市,湖南省,575121,中国,方正科技科技有限公司互联网服务,张,丹丹,德邦物流
505,FC418,5,2024-06-18 05:57:06,2024-06-26 05:57:06,2024-06-23 05:57:06,3,95.57,网新恒天网络有限公司生物科技,山东省贵阳县上街蔡路H座 193448,秀珍县,湖南省,879752,中国,网新恒天网络有限公司生物科技,林,峰,中通快递
506,AK874,18,2025-05-06 23:25:15,2025-05-20 23:25:15,2025-05-11 23:25:15,8,191.17,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,薛,洋,天天快递
507,FA862,10,2025-05-27 12:34:02,2025-06-10 12:34:02,2025-05-30 12:34:02,3,318.25,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,林,磊,中通快递
508,GR625,2,2025-08-05 14:55:29,2025-08-19 14:55:29,2025-08-07 14:55:29,6,434.36,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,江,凤兰,韵达快递
509,RV310,16,2025-07-18 19:23:05,2025-07-28 19:23:05,2025-07-21 19:23:05,2,260.05,银嘉科技有限公司云计算,北京市强县牧野惠州路G座 671226,重庆县,云南省,471017,中国,银嘉科技有限公司云计算,李,玉珍,京东物流
510,MJ814,10,2025-05-12 05:57:50,2025-05-24 05:57:50,2025-05-13 05:57:50,2,136.26,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,林,磊,京东物流
511,ZU351,17,2026-03-08 19:38:17,2026-03-22 19:38:17,2026-03-11 19:38:17,8,207.9,银嘉科技有限公司科技公司,山东省深圳县孝南黄街c座 290750,秀荣市,宁夏回族自治区,662554,中国,银嘉科技有限公司科技公司,陈,杨,天天快递
512,HD242,4,2026-01-29 05:25:22,2026-02-12 05:25:22,2026-01-30 05:25:22,2,322.9,富罳科技有限公司生物科技,青海省贵阳市友好范街A座 611700,想县,甘肃省,415348,中国,富罳科技有限公司生物科技,赵,晨,京东物流
513,LB704,8,2024-08-07 16:12:08,2024-08-10 16:12:08,,1,197.77,群英信息有限公司金融科技,山东省丽县长寿邯郸路S座 956071,昆明县,河南省,785495,中国,群英信息有限公司金融科技,王,倩,顺丰速运
514,EK253,10,2024-12-28 04:46:22,2025-01-02 04:46:22,2025-01-01 04:46:22,8,422.79,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,林,磊,天天快递
515,ZG109,12,2024-10-07 06:59:07,2024-10-11 06:59:07,2024-10-10 06:59:07,5,137.36,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,曹,洁,申通快递
516,AU710,16,2026-01-13 18:06:19,2026-01-16 18:06:19,2026-01-14 18:06:19,8,206.36,巨奥传媒有限公司信息技术,重庆市燕市安次哈尔滨街x座 404214,辛集市,广东省,406351,中国,巨奥传媒有限公司信息技术,李,玉珍,天天快递
517,CA470,15,2024-08-26 01:50:33,2024-08-29 01:50:33,,6,72.26,南康传媒有限公司生物科技,广西壮族自治区汕尾县兴山王街m座 315775,贵阳市,吉林省,458093,中国,南康传媒有限公司生物科技,徐,艳,韵达快递
518,ZF801,6,2025-04-30 12:51:38,2025-05-08 12:51:38,,7,416.52,易动力科技有限公司科技公司,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,易动力科技有限公司科技公司,彭,桂荣,百世快递
519,EA575,2,2026-02-13 20:30:23,2026-02-16 20:30:23,2026-02-16 20:30:23,8,435.48,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,江,凤兰,天天快递
520,QJ392,6,2025-11-23 11:05:08,2025-11-28 11:05:08,2025-11-25 11:05:08,1,188.05,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,彭,桂荣,顺丰速运
521,MJ814,17,2026-03-06 23:29:15,2026-03-15 23:29:15,,5,248.29,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,陈,杨,申通快递
522,RY572,3,2025-01-05 14:23:46,2025-01-09 14:23:46,2025-01-10 14:23:46,5,204.01,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,王,斌,申通快递
523,GC890,7,2025-02-05 20:12:16,2025-02-09 20:12:16,2025-02-10 20:12:16,10,184.04,创联世纪信息有限公司移动应用开发,云南省深圳县金平拉萨街l座 585241,福州县,四川省,101164,中国,创联世纪信息有限公司移动应用开发,张,刚,邮政EMS
524,RV310,18,2025-11-12 20:02:32,2025-11-23 20:02:32,2025-11-17 20:02:32,4,451.98,银嘉科技有限公司云计算,北京市强县牧野惠州路G座 671226,重庆县,云南省,471017,中国,银嘉科技有限公司云计算,薛,洋,圆通速递
525,DW607,8,2024-08-30 06:42:58,2024-09-04 06:42:58,2024-08-31 06:42:58,4,349.61,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,王,倩,圆通速递
526,NU012,17,2026-01-25 04:29:03,2026-01-28 04:29:03,2026-01-27 04:29:03,9,327.22,商软冠联传媒有限公司智能科技,甘肃省阜新县江北白路G座 114919,太原县,黑龙江省,500377,中国,商软冠联传媒有限公司智能科技,陈,杨,德邦物流
527,CS287,6,2025-08-20 21:42:11,2025-09-03 21:42:11,2025-08-25 21:42:11,6,344.28,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,彭,桂荣,韵达快递
528,YZ898,2,2026-06-03 13:20:01,2026-06-11 13:20:01,2026-06-07 13:20:01,7,467.29,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,江,凤兰,百世快递
529,EB652,1,2025-11-16 01:24:25,2025-11-29 01:24:25,2025-11-17 01:24:25,10,88.11,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,王,建平,邮政EMS
530,GJ116,15,2025-07-26 00:47:20,2025-07-31 00:47:20,2025-07-31 00:47:20,1,213.12,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,徐,艳,顺丰速运
531,GL926,3,2025-09-07 19:37:59,2025-09-14 19:37:59,2025-09-08 19:37:59,2,143.37,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,王,斌,京东物流
532,BW289,16,2025-06-13 04:04:37,2025-06-17 04:04:37,2025-06-16 04:04:37,3,195.35,海创网络有限公司生物科技,香港特别行政区雷市翔安赵街a座 431269,汕尾县,北京市,156019,中国,海创网络有限公司生物科技,李,玉珍,中通快递
533,LB704,5,2024-10-10 11:59:46,2024-10-21 11:59:46,,8,151.13,群英信息有限公司金融科技,山东省丽县长寿邯郸路S座 956071,昆明县,河南省,785495,中国,群英信息有限公司金融科技,林,峰,天天快递
534,ZF061,9,2026-04-19 20:53:55,2026-04-25 20:53:55,,7,432.59,维旺明信息有限公司人工智能,安徽省东莞市静安银川街g座 149650,坤县,山西省,734784,中国,维旺明信息有限公司人工智能,王,雪,百世快递
535,EA575,3,2024-07-08 04:32:56,2024-07-16 04:32:56,2024-07-12 04:32:56,9,385.84,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,王,斌,德邦物流
536,AK874,4,2024-09-06 06:54:42,2024-09-16 06:54:42,2024-09-08 06:54:42,7,45.73,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,赵,晨,百世快递
537,MA264,10,2024-09-21 13:49:43,2024-09-30 13:49:43,,6,22.37,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,林,磊,韵达快递
538,PJ659,10,2024-10-12 23:23:23,2024-10-20 23:23:23,2024-10-15 23:23:23,9,433.58,超艺网络有限公司人工智能,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,超艺网络有限公司人工智能,林,磊,德邦物流
539,QL573,2,2025-02-08 17:10:41,2025-02-15 17:10:41,,3,105.5,维涛科技有限公司网络安全,西藏自治区亮市清浦王街I座 399560,永安市,贵州省,583598,中国,维涛科技有限公司网络安全,江,凤兰,中通快递
540,PL616,9,2025-09-14 21:29:32,2025-09-22 21:29:32,2025-09-18 21:29:32,2,179.32,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,王,雪,京东物流
541,DH200,14,2024-08-17 21:12:04,2024-08-23 21:12:04,2024-08-21 21:12:04,4,399.37,盟新传媒有限公司大数据分析,甘肃省红县涪城董路q座 904897,辽阳县,安徽省,428336,中国,盟新传媒有限公司大数据分析,张,帅,圆通速递
542,VC531,8,2024-10-13 13:22:57,2024-10-18 13:22:57,2024-10-14 13:22:57,8,35.39,九方传媒有限公司生物科技,江西省玉梅县城北韦路k座 920415,六盘水市,西藏自治区,774096,中国,九方传媒有限公司生物科技,王,倩,天天快递
543,WY218,17,2025-09-08 09:06:10,2025-09-15 09:06:10,,6,482.26,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,陈,杨,韵达快递
544,PC764,15,2025-11-23 09:09:24,2025-12-02 09:09:24,2025-11-24 09:09:24,2,185.34,恒聪百汇传媒有限公司虚拟现实,福建省兴城市高明邓街U座 898971,重庆市,河南省,796218,中国,恒聪百汇传媒有限公司虚拟现实,徐,艳,京东物流
545,RY548,2,2026-04-14 00:48:11,2026-04-24 00:48:11,2026-04-17 00:48:11,4,357.07,易动力信息有限公司网络安全,青海省宜都县合川朱路g座 383744,斌县,江西省,652523,中国,易动力信息有限公司网络安全,江,凤兰,圆通速递
546,GA851,17,2024-07-04 03:34:53,2024-07-11 03:34:53,2024-07-05 03:34:53,5,247.65,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,陈,杨,申通快递
547,GR625,14,2025-07-28 15:14:40,2025-08-04 15:14:40,,3,76.26,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,张,帅,中通快递
548,WB890,13,2025-12-14 16:36:06,2025-12-22 16:36:06,,9,424.39,鑫博腾飞网络有限公司金融科技,河南省嘉禾市沙市陈路m座 407126,马鞍山市,江苏省,823492,中国,鑫博腾飞网络有限公司金融科技,曲,桂花,德邦物流
549,FN522,3,2026-04-13 21:58:03,2026-04-26 21:58:03,2026-04-16 21:58:03,5,34.78,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,王,斌,申通快递
550,ZH741,7,2025-09-14 01:44:43,2025-09-25 01:44:43,2025-09-16 01:44:43,3,374.09,巨奥科技有限公司信息技术,辽宁省兵县门头沟黄路R座 339119,峰县,河南省,970735,中国,巨奥科技有限公司信息技术,张,刚,中通快递
551,TW751,15,2024-07-14 03:15:02,2024-07-23 03:15:02,,10,444.76,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,徐,艳,邮政EMS
552,MR129,4,2025-11-07 21:13:17,2025-11-17 21:13:17,2025-11-12 21:13:17,5,14.48,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,赵,晨,申通快递
553,EM821,15,2025-06-23 03:28:25,2025-07-05 03:28:25,2025-06-25 03:28:25,5,77.82,泰麒麟信息有限公司人工智能,广东省想市新城曾路g座 582475,香港县,广西壮族自治区,358806,中国,泰麒麟信息有限公司人工智能,徐,艳,申通快递
554,DW607,5,2024-06-04 21:09:46,2024-06-11 21:09:46,2024-06-08 21:09:46,7,310.91,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,林,峰,百世快递
555,QJ392,16,2024-06-20 11:11:25,2024-07-01 11:11:25,2024-06-22 11:11:25,3,459.53,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,李,玉珍,中通快递
556,BN418,18,2025-12-03 14:30:19,2025-12-14 14:30:19,2025-12-04 14:30:19,6,309.72,易动力网络有限公司移动应用开发,海南省上海县西夏董路s座 290290,重庆市,陕西省,583718,中国,易动力网络有限公司移动应用开发,薛,洋,韵达快递
557,MR129,5,2025-12-03 21:38:28,2025-12-17 21:38:28,2025-12-07 21:38:28,2,417.62,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,林,峰,京东物流
558,EA575,12,2025-12-05 09:02:29,2025-12-16 09:02:29,,8,248.0,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,曹,洁,天天快递
559,DW607,3,2024-12-19 18:55:26,2024-12-25 18:55:26,2024-12-21 18:55:26,8,131.13,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,王,斌,天天快递
560,II746,2,2024-07-15 20:53:46,2024-07-20 20:53:46,2024-07-18 20:53:46,4,378.18,恩悌传媒有限公司虚拟现实,广西壮族自治区哈尔滨县房山辛集路N座 896046,南昌县,甘肃省,203154,中国,恩悌传媒有限公司虚拟现实,江,凤兰,圆通速递
561,EK253,17,2026-04-26 20:21:57,2026-05-02 20:21:57,,3,77.8,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,陈,杨,中通快递
562,JT617,20,2025-09-02 19:56:03,2025-09-08 19:56:03,2025-09-07 19:56:03,5,429.39,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,欧,娜,申通快递
563,EB652,7,2025-07-28 23:58:41,2025-07-31 23:58:41,2025-07-30 23:58:41,6,311.11,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,张,刚,韵达快递
564,NQ176,4,2025-01-30 21:21:32,2025-02-13 21:21:32,2025-02-04 21:21:32,10,32.58,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,赵,晨,邮政EMS
565,LU518,14,2025-07-30 16:20:17,2025-08-02 16:20:17,2025-07-31 16:20:17,7,442.76,易动力传媒有限公司生物科技,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,易动力传媒有限公司生物科技,张,帅,百世快递
566,GA851,6,2024-12-21 23:41:50,2025-01-03 23:41:50,2024-12-24 23:41:50,4,128.42,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,彭,桂荣,圆通速递
567,NU711,3,2026-01-03 10:39:59,2026-01-16 10:39:59,2026-01-08 10:39:59,3,182.53,易动力科技有限公司人工智能,宁夏回族自治区强县黄浦张路s座 615830,桂兰县,广西壮族自治区,372804,中国,易动力科技有限公司人工智能,王,斌,中通快递
568,RY572,3,2026-05-30 20:31:44,2026-06-04 20:31:44,2026-06-02 20:31:44,10,386.97,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,王,斌,邮政EMS
569,WY218,15,2026-03-01 16:51:09,2026-03-10 16:51:09,,5,232.37,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,徐,艳,申通快递
570,IK721,16,2024-08-05 17:30:05,2024-08-18 17:30:05,2024-08-10 17:30:05,8,168.26,诺依曼软件传媒有限公司物联网,广东省重庆市沈北新深圳路t座 370139,华市,广西壮族自治区,558601,中国,诺依曼软件传媒有限公司物联网,李,玉珍,天天快递
